date,open,high,low,close,volume
2023-10-26,45290567.65693019,46163632.84820342,45290567.65693019,46005097.027411796,238.8548128721284
2023-10-27,46005097.027411796,46005097.027411796,45289799.87601462,45633812.686556265,946.9686562882275
2023-10-28,45633812.686556265,46095249.26415639,45395117.430460066,45509392.69331285,250.62849967976135
2023-10-29,45509392.69331285,45509392.69331285,43379304.73286707,44482793.16847628,663.9752959277334
2023-10-30,44482793.16847628,44482793.16847628,43678912.95224235,44118518.08394703,393.6145259476511
2023-10-31,44118518.08394703,45761835.478588074,44118518.08394703,45199461.12604439,677.405193367917
2023-11-01,45199461.12604439,45804074.883441,44389988.919782944,45658375.99355752,471.0327368176676
2023-11-02,45658375.99355752,47274250.94132333,45658375.99355752,47171779.1219234,783.6787470757553
2023-11-03,47171779.1219234,48309261.762740344,47171779.1219234,48211833.72448816,307.61121279507205
2023-11-04,48211833.72448816,48843541.58765583,48172176.78641785,48562899.45300524,915.2126676228341
2023-11-05,48562899.45300524,50310772.82003868,48562899.45300524,50183865.44476395,550.1886843820168
2023-11-06,50183865.44476395,50803943.710883714,50183865.44476395,50549197.1187827,780.4838329415676
2023-11-07,50549197.1187827,51632719.64633088,50549197.1187827,51310456.07432325,864.7571722611044
2023-11-08,51310456.07432325,51310456.07432325,49993972.423207805,50929146.572526515,998.9457498593245
2023-11-09,50929146.572526515,51125232.05846858,50817196.16082436,50920535.28486136,301.5510990345624
2023-11-10,50920535.28486136,50920535.28486136,49945364.92102575,50133890.59387679,358.2031722071094
2023-11-11,50133890.59387679,51190396.789206386,50133890.59387679,51050923.61219471,325.38977805869945
2023-11-12,51050923.61219471,51050923.61219471,49178793.42413601,49771277.46166423,336.5841989438044
2023-11-13,49771277.46166423,50718300.40881364,49771277.46166423,50475392.06476569,624.2002673854397
2023-11-14,50475392.06476569,50929083.0020488,49925676.18903972,50207215.23916584,994.1702708312587
2023-11-15,50207215.23916584,51904245.33518529,50207215.23916584,51308005.51470631,991.250278383479
2023-11-16,51308005.51470631,53102248.54474555,51188831.14344257,52001555.31072717,574.095908226077
2023-11-17,52001555.31072717,54819072.34079149,52001555.31072717,53817081.61512375,675.1244892382064
2023-11-18,53817081.61512375,54538790.809262566,53817081.61512375,54522919.216606565,873.9734893314454
2023-11-19,54522919.216606565,54522919.216606565,52572435.46455272,52726890.36049695,939.6401126081547
2023-11-20,52726890.36049695,52726890.36049695,51741797.596230134,52577195.3728224,283.4745645965895
2023-11-21,52577195.3728224,52577195.3728224,51202440.5923266,51265912.55689495,575.6875560482076
2023-11-22,51265912.55689495,52011606.00050877,50281717.78457931,50657611.9064846,849.5533491953611
2023-11-23,50657611.9064846,52319061.90891928,50657611.9064846,52112729.95812441,372.88186897113246
2023-11-24,52112729.95812441,53521896.249357484,52112729.95812441,52699033.40971694,495.82813823242003
2023-11-25,52699033.40971694,52699033.40971694,51428545.72646412,51883325.699467584,987.0589913608072
2023-11-26,51883325.699467584,51883325.699467584,50616516.988431014,50753600.145113714,986.5420270487839
2023-11-27,50753600.145113714,51092543.03684136,50501832.06725694,50710745.92957128,915.4961296886635
2023-11-28,50710745.92957128,50710745.92957128,48482220.556764275,49400826.35781077,818.6035103452518
2023-11-29,49400826.35781077,49400826.35781077,48435612.65371071,48663627.43216603,342.21745065052517
2023-11-30,48663627.43216603,49592261.21369714,48572632.492343165,48894302.24459532,388.76506666046873
2023-12-01,48894302.24459532,50868512.26159282,48596687.283817984,49950724.308832824,592.5545570843872
2023-12-02,49950724.308832824,50653555.174907625,49950724.308832824,50483959.751748025,604.699637105811
2023-12-03,50483959.751748025,50483959.751748025,47711026.613656335,48094766.465487026,554.9525374213603
2023-12-04,48094766.465487026,48332582.1656002,48094766.465487026,48315393.25084029,673.0032519246755
2023-12-05,48315393.25084029,49159779.21605013,48100439.1107355,48312526.76932394,467.49072036968994
2023-12-06,48312526.76932394,48685360.13324415,48312526.76932394,48639979.68900258,774.2567415839796
2023-12-07,48639979.68900258,50204979.275670946,48639979.68900258,50139267.84124276,400.1949338305198
2023-12-08,50139267.84124276,50139267.84124276,46886462.272631675,47995073.80786056,397.6092972517173
2023-12-09,47995073.80786056,48861047.927480616,47200901.19832877,47355680.14674625,214.5033657026452
2023-12-10,47355680.14674625,48323231.90291144,47355680.14674625,47915335.56312408,269.84098902602733
2023-12-11,47915335.56312408,47915335.56312408,45974694.278547175,46399683.035632215,865.4687910292218
2023-12-12,46399683.035632215,48232238.422500186,46399683.035632215,47769354.39576073,501.6541047223974
2023-12-13,47769354.39576073,48295395.98670986,47769354.39576073,48121277.54728313,305.0810078975504
2023-12-14,48121277.54728313,49175716.00852663,48121277.54728313,48936051.606280245,783.4069900201487
2023-12-15,48936051.606280245,48936051.606280245,47752279.83107749,48377257.03659006,598.5830132351734
2023-12-16,48377257.03659006,49179893.24855843,48377257.03659006,49164610.14052085,119.04041028096414
2023-12-17,49164610.14052085,50355117.42634112,49164610.14052085,50215229.89044958,384.7253116030437
2023-12-18,50215229.89044958,50456165.77681446,50213927.87354132,50449110.356802,259.301270009207
2023-12-19,50449110.356802,50856215.920255706,50449110.356802,50685616.68687179,690.2855748845566
2023-12-20,50685616.68687179,51176228.168913454,50685616.68687179,50959666.962874204,347.5279365672276
2023-12-21,50959666.962874204,51049779.4406766,49874253.981766656,50079751.21957234,158.45210128894928
2023-12-22,50079751.21957234,50264820.20724062,49805178.61552317,49931987.22748857,149.44149027790235
2023-12-23,49931987.22748857,50268518.2124269,49591601.31121859,49779672.16464226,623.5545681628435
2023-12-24,49779672.16464226,50884853.683020964,49701742.14956819,50161376.58219131,119.55111013368065
2023-12-25,50161376.58219131,51194313.57218413,50161376.58219131,51164427.79349677,863.9129018224799
2023-12-26,51164427.79349677,51164427.79349677,49649539.621347584,50081239.93483286,239.85740733154805
2023-12-27,50081239.93483286,50302475.92230288,49766351.483988635,49956027.790003754,645.9097016758868
2023-12-28,49956027.790003754,51863631.52633174,49956027.790003754,51436180.48017389,500.21922520967115
2023-12-29,51436180.48017389,51436180.48017389,50100175.03547186,50671233.71337117,498.56636910871225
2023-12-30,50671233.71337117,50671233.71337117,49175782.83366269,49837945.25743235,164.61742812404128
2023-12-31,49837945.25743235,50332264.40850696,49416285.057045035,50039595.7557068,822.477025190994
2024-01-01,50039595.7557068,50908355.39686985,50039595.7557068,50884649.62758662,903.7472362779273
2024-01-02,50884649.62758662,51038209.385385685,50125324.044916086,50896277.84426321,109.91500064580562
2024-01-03,50896277.84426321,52775675.393343166,50896277.84426321,52249060.79336235,260.74375812740595
2024-01-04,52249060.79336235,53529310.053770445,52249060.79336235,53144394.41101246,913.513769915931
2024-01-05,53144394.41101246,54073200.71150015,53144394.41101246,54039154.76417068,594.5442515200523
2024-01-06,54039154.76417068,55671756.758445196,54039154.76417068,54638034.51161935,235.0356204233891
2024-01-07,54638034.51161935,58301556.28869992,54638034.51161935,57181602.3201751,282.511407348243
2024-01-08,57181602.3201751,57181602.3201751,56630304.802950196,56946972.83809362,693.9876198134027
2024-01-09,56946972.83809362,56946972.83809362,54568182.17512206,54665082.24715709,752.3351400221858
2024-01-10,54665082.24715709,56477364.790121526,54665082.24715709,56419016.17951099,639.4841277219417
2024-01-11,56419016.17951099,56419016.17951099,55078770.6968145,55902557.147500865,957.8335419212732
2024-01-12,55902557.147500865,56149538.78071147,55336309.903193,56023173.00160055,544.6572432955993
2024-01-13,56023173.00160055,58035284.97112825,55842193.13306536,57490476.69304667,370.24472092827403
2024-01-14,57490476.69304667,57490476.69304667,55471534.607848555,55648183.39701747,529.5096189782168
2024-01-15,55648183.39701747,55648183.39701747,54165813.86804009,54255145.52263858,423.69966429994986
2024-01-16,54255145.52263858,54255145.52263858,51597434.154697955,52517594.1726271,301.9743034072177
2024-01-17,52517594.1726271,52517594.1726271,51634794.55050413,51683471.624680884,141.36692440612606
2024-01-18,51683471.624680884,52787000.09634593,51486834.3354137,52137910.54572589,416.99124420861176
2024-01-19,52137910.54572589,52911760.79978518,52112058.751517415,52684511.722880475,740.268412938768
2024-01-20,52684511.722880475,54300910.10883132,52684511.722880475,52975619.127671756,116.59402258767443
2024-01-21,52975619.127671756,52975619.127671756,51007321.46195707,51478776.18003875,495.2606618853412
2024-01-22,51478776.18003875,51478776.18003875,48770439.06786719,49100350.22469575,679.6084613048815
2024-01-23,49100350.22469575,49427870.354481764,48427531.809953794,49153725.82626847,649.3636982568764
2024-01-24,49153725.82626847,49153725.82626847,48425763.7810632,48689934.83009121,798.9835922998443
2024-01-25,48689934.83009121,49156241.81183276,48689934.83009121,49137284.09582627,829.4677440938178
2024-01-26,49137284.09582627,49982460.22793179,48894751.782646604,49827125.990900874,740.535238827449
2024-01-27,49827125.990900874,50489190.83237337,49034384.545078225,49964889.45594788,192.51792653027448
2024-01-28,49964889.45594788,51067395.08988752,49964889.45594788,50724488.76760015,527.5201996039245
2024-01-29,50724488.76760015,51396432.9098615,50724488.76760015,50957021.36303427,643.0653617388477
2024-01-30,50957021.36303427,51743839.37936405,50957021.36303427,51497231.73357675,321.00943492850644
2024-01-31,51497231.73357675,51551125.14490559,50055671.41809132,50771457.28728744,138.29663588209885
2024-02-01,50771457.28728744,50786216.050377466,49990843.263391875,50589074.62277437,301.2312887884422
2024-02-02,50589074.62277437,50840253.91983173,50589074.62277437,50788169.03552952,509.40496155937495
2024-02-03,50788169.03552952,51697744.0329713,50788169.03552952,51621631.813688815,472.5372871491408
2024-02-04,51621631.813688815,52028558.10061546,50963318.56121014,51215120.577239476,259.0002831944455
2024-02-05,51215120.577239476,52070939.295357585,51215120.577239476,51748953.45410406,841.9739884151435
2024-02-06,51748953.45410406,52534329.95536378,51116242.39719784,51473815.868721575,933.1180018630521
2024-02-07,51473815.868721575,51473815.868721575,51221393.63523507,51352808.9911644,281.2134871474437
2024-02-08,51352808.9911644,52871435.1685803,51352808.9911644,52204771.64955632,936.6156240104995
2024-02-09,52204771.64955632,52204771.64955632,50119418.18357129,50123826.41846307,116.07486325766274
2024-02-10,50123826.41846307,50123826.41846307,48573577.928507514,48824143.33988787,932.4662254362509
2024-02-11,48824143.33988787,48824143.33988787,47178377.50061018,47376814.69386713,956.7359110728171
2024-02-12,47376814.69386713,47376814.69386713,44158556.31929436,45165628.724333644,110.84667671433269
2024-02-13,45165628.724333644,45165628.724333644,43854384.76747213,44552943.92671431,786.7173670990733
2024-02-14,44552943.92671431,45502082.45557277,44552943.92671431,45220733.65694128,973.181415312859
2024-02-15,45220733.65694128,45407048.095683165,44348027.00129253,44963080.327161424,915.3119969360005
2024-02-16,44963080.327161424,45663455.29852347,44756272.81307648,45140945.35400677,973.6391450765917
2024-02-17,45140945.35400677,46786795.80029386,45096074.39955136,46124311.50395977,595.2911551278754
2024-02-18,46124311.50395977,47599756.07599079,46124311.50395977,47349083.67884382,170.34052589684944
2024-02-19,47349083.67884382,47928289.6545804,46824421.728329554,47283611.32170921,864.8102780245325
2024-02-20,47283611.32170921,49477044.45560117,47283611.32170921,48563659.90356819,652.4454302281105
2024-02-21,48563659.90356819,48807811.57609003,48547452.71073295,48653140.05773312,653.2630697694601
2024-02-22,48653140.05773312,48653140.05773312,47738121.37556963,47838298.99637363,475.5282488728176
2024-02-23,47838298.99637363,47838298.99637363,47084994.7220436,47269596.96093297,614.6577788689982
2024-02-24,47269596.96093297,47269596.96093297,45227186.79748125,45869909.676235095,238.22180117750307
2024-02-25,45869909.676235095,45869909.676235095,44973445.913440265,45055137.28321171,765.7930239095352
2024-02-26,45055137.28321171,45574471.857775554,44324815.693568274,44732527.462594226,167.5155766163881
2024-02-27,44732527.462594226,45528595.358857945,44732527.462594226,45451455.24155188,756.8026903394128
2024-02-28,45451455.24155188,47210232.39361839,45451455.24155188,47015685.10079695,864.0805803623687
2024-02-29,47015685.10079695,47015685.10079695,45416716.72740752,45716000.883214764,525.2218098080393
2024-03-01,45716000.883214764,46110055.92775402,45716000.883214764,46075170.90093319,558.8473294513444
2024-03-02,46075170.90093319,46075170.90093319,44994073.33987599,45116306.10440092,380.99284562987043
2024-03-03,45116306.10440092,45839462.40563798,45116306.10440092,45634870.2996092,972.5127253530288
2024-03-04,45634870.2996092,46137953.54732948,45210544.97810763,45606497.59416553,759.8120271035908
2024-03-05,45606497.59416553,45606497.59416553,43307629.91390611,44027686.54652068,432.08969797031045
2024-03-06,44027686.54652068,45072279.377384216,44027686.54652068,44933157.298950836,257.32664760970454
2024-03-07,44933157.298950836,44933157.298950836,44442214.308507405,44479331.7696565,297.6216329818822
2024-03-08,44479331.7696565,44600794.5165191,43899334.64235638,44093339.91650549,517.530057499045
2024-03-09,44093339.91650549,44093339.91650549,41960192.636692114,43238147.46238855,948.3115602829041
2024-03-10,43238147.46238855,43238147.46238855,42225485.54196241,42758823.8213215,760.7317111848263
2024-03-11,42758823.8213215,43584450.63716183,42725945.111596026,43210263.30833418,293.71937336123483
2024-03-12,43210263.30833418,43224411.79673307,42846463.82993497,43133137.87892136,873.6050200770082
2024-03-13,43133137.87892136,43888535.95543668,43133137.87892136,43502928.62387945,440.380470708713
2024-03-14,43502928.62387945,44120297.97066188,43294249.65092679,43904827.69270498,866.5499644772668
2024-03-15,43904827.69270498,45694271.74884211,43904827.69270498,45152305.79661693,317.5296381830178
2024-03-16,45152305.79661693,45152305.79661693,44868342.67303133,44933058.70607669,656.7945507426858
2024-03-17,44933058.70607669,44933058.70607669,43568994.7751263,43695730.04379169,934.0034392731537
2024-03-18,43695730.04379169,44865956.802959055,43675792.116980344,44715782.756103516,332.10460823301474
2024-03-19,44715782.756103516,45813130.45545152,43833810.58613062,44508759.25982135,723.6339315272694
2024-03-20,44508759.25982135,45764516.765548676,44508759.25982135,45589959.314111196,988.5813579614294
2024-03-21,45589959.314111196,47710092.21417919,45589959.314111196,46030702.172578424,235.53845851870315
2024-03-22,46030702.172578424,46794864.79116438,45852279.18989031,46002036.52499483,179.56206163060696
2024-03-23,46002036.52499483,46624616.700067095,46002036.52499483,46414928.62638392,706.7756732003346
2024-03-24,46414928.62638392,48549617.488767266,46414928.62638392,48318880.658185504,405.76235297412734
2024-03-25,48318880.658185504,51008793.48595865,48318880.658185504,50422665.90575634,164.120029629932
2024-03-26,50422665.90575634,50953756.06962293,49851180.83739356,50593478.87350709,527.7750560952437
2024-03-27,50593478.87350709,51553770.5306213,50593478.87350709,50856757.819228545,778.3936116795602
2024-03-28,50856757.819228545,52305105.98086555,50856144.40594706,52053153.03573894,356.6101603736699
2024-03-29,52053153.03573894,52426972.27607207,51230342.92964833,51276872.87871042,401.54218975462123
2024-03-30,51276872.87871042,51721995.73491054,50797618.19150869,51721002.767596066,861.1294605822749
2024-03-31,51721002.767596066,52009045.04554474,51612608.511471786,51797691.72451927,568.0647210353393
2024-04-01,51797691.72451927,53070918.13229272,51723561.097440936,52226481.52330578,858.4587719258249
2024-04-02,52226481.52330578,52226481.52330578,51087567.923548065,51460456.07543207,501.75054292933856
2024-04-03,51460456.07543207,51460456.07543207,49501120.01607774,49927379.624215715,957.677645404093
2024-04-04,49927379.624215715,49927379.624215715,47736799.37600305,47957261.76419518,685.715130745963
2024-04-05,47957261.76419518,47957261.76419518,46517006.065195255,46981442.63976766,204.30897878732446
2024-04-06,46981442.63976766,47280996.83497727,46625643.580983825,46644420.99325407,896.5836894041206
2024-04-07,46644420.99325407,46644420.99325407,45866482.49415617,46464194.79925408,540.3386717477181
2024-04-08,46464194.79925408,48716265.4204453,46464194.79925408,48357360.910898805,227.4750711756145
2024-04-09,48357360.910898805,49981510.52107666,48357360.910898805,49523734.04379397,237.42112045727865
2024-04-10,49523734.04379397,49523734.04379397,47809555.50784305,48669854.620449565,718.7805415988846
2024-04-11,48669854.620449565,49244521.42481344,48669854.620449565,49105652.72631226,142.6352560565408
2024-04-12,49105652.72631226,49105652.72631226,48254999.990258455,48804067.18163171,357.93438842243194
2024-04-13,48804067.18163171,48804067.18163171,48617589.771475516,48624113.07888026,225.8088314228813
2024-04-14,48624113.07888026,49203219.14550533,47796208.5178039,48901587.21170983,496.96968665555585
2024-04-15,48901587.21170983,50100866.23873291,48901587.21170983,49604959.393648125,472.9183947949252
2024-04-16,49604959.393648125,49881797.971037425,49287221.30288475,49367591.246095076,569.6887912199703
2024-04-17,49367591.246095076,51074769.91111331,49367591.246095076,50516722.1808785,351.6726961922772
2024-04-18,50516722.1808785,50516722.1808785,48743257.17099726,49464016.10288504,128.83923044035947
2024-04-19,49464016.10288504,50271532.751303606,49375559.423000686,49569215.2447461,652.9474958816672
2024-04-20,49569215.2447461,52475510.58064089,49569215.2447461,52243646.637020595,436.3462025941162
2024-04-21,52243646.637020595,52824869.43047199,52243646.637020595,52581223.915206484,686.2014988660418
2024-04-22,52581223.915206484,55023139.3686873,52581223.915206484,54193589.82084452,197.8002737238416
2024-04-23,54193589.82084452,54526013.88576614,54193589.82084452,54401173.140411206,112.3996197646453
2024-04-24,54401173.140411206,55547488.89942716,54401173.140411206,55141874.59307246,323.46482309676344
2024-04-25,55141874.59307246,55423832.01017007,54787733.16026442,55217106.64387122,510.89259069464697
2024-04-26,55217106.64387122,55515606.11839084,54720392.13587173,55166961.13883953,454.66477675162054
2024-04-27,55166961.13883953,55209397.17431434,53966787.40726916,54444845.03991541,829.2722997461198
2024-04-28,54444845.03991541,55231746.95512878,54293679.52231248,55049510.968693376,440.05387977354155
2024-04-29,55049510.968693376,55049510.968693376,54071462.315532535,54249600.62938846,577.397061642771
2024-04-30,54249600.62938846,55373432.300030775,54249600.62938846,55107379.296058334,634.164033197973
2024-05-01,55107379.296058334,56932647.04893496,55107379.296058334,56441294.19628015,119.64825248123044
2024-05-02,56441294.19628015,57839277.05462384,56441294.19628015,56996147.57153191,563.62003916157
2024-05-03,56996147.57153191,57831759.991647586,56458656.83326079,56812336.43926264,410.34813345895407
2024-05-04,56812336.43926264,58225806.69026252,56812336.43926264,57470184.18483141,479.15211491492914
2024-05-05,57470184.18483141,57470184.18483141,57056593.186826915,57259069.69819055,190.25865864572523
2024-05-06,57259069.69819055,58679836.670498446,57259069.69819055,58473588.53369504,804.5385090837807
2024-05-07,58473588.53369504,58473588.53369504,56295685.25394997,56477994.78889926,948.1638257276703
2024-05-08,56477994.78889926,56477994.78889926,55593291.90686996,56240101.15211708,120.04193856664
2024-05-09,56240101.15211708,56240101.15211708,53755957.489303485,54141432.045384936,641.235486530213
2024-05-10,54141432.045384936,54141432.045384936,52035748.979576446,52657890.938629135,787.4596605595223
2024-05-11,52657890.938629135,54258044.38410194,52657890.938629135,54225897.83703283,356.3268297849005
2024-05-12,54225897.83703283,55735838.05404008,54225897.83703283,55332306.769178264,808.8000263768951
2024-05-13,55332306.769178264,55332306.769178264,53949911.12868642,54674427.516451724,669.1195456896711
2024-05-14,54674427.516451724,54674427.516451724,52992534.22777605,53168143.25923232,936.246369043963
